,spkts,dloss,ct_srv_src,ct_state_ttl,ct_dst_src_ltm,ct_src_ltm,label
2225,28,37,1,1,1,1,1
2226,2,0,7,2,7,11,1
2227,2,0,4,2,4,1,1
2228,2,0,37,2,37,15,1
2229,10,2,1,1,1,1,1
2230,2,0,7,2,7,11,1
2231,2,0,4,2,4,1,1
2232,2,0,39,2,39,14,1
2233,10,1,2,1,1,1,1
2234,2,0,7,2,7,11,1
2235,2,0,4,2,4,1,1
2236,2,0,39,2,39,15,1
2237,2,0,4,2,4,1,1
2238,20,16,1,1,2,1,1
2239,2,0,39,2,39,15,1
2240,2,0,4,2,4,1,1
2241,12,1,1,1,1,1,1
2242,22,8,1,1,1,1,1
2243,18,6,1,1,1,2,1
2244,2,0,7,2,7,2,1
2245,2,0,7,2,7,1,1
2246,2,0,1,2,1,2,1
2247,32,8,1,1,1,1,1
2248,2,0,7,2,7,2,1
2249,2,0,7,2,7,1,1
2250,10,2,1,1,1,1,1
2251,10,1,1,1,1,1,1
2252,2,0,7,2,7,2,1
2253,2,0,7,2,7,2,1
2254,2,0,1,2,1,1,1
2255,10,1,2,1,2,1,1
2256,54,8,1,1,1,1,1
2257,2,0,7,2,7,2,1
2258,2,0,7,2,7,2,1
2259,8,3,1,1,2,2,1
2260,10,1,1,1,1,1,1
2261,2,0,7,2,7,2,1
2262,22,9,1,1,2,2,1
2263,10,2,1,1,1,1,1
2264,2,0,8,2,8,13,1
2265,2,0,7,2,7,2,1
2266,10,1,1,1,1,1,1
2267,10,1,8,1,8,3,1
2268,10,1,8,1,8,3,1
2269,10,2,2,1,1,1,1
2270,2,0,8,2,8,13,1
2271,2,0,7,2,7,2,1
2272,10,1,8,1,8,2,1
2273,14,20,2,1,1,1,1
2274,2,0,8,2,8,13,1
2275,40,0,1,2,1,2,1
2276,30,4,6,1,6,3,1
2277,2,0,8,2,8,13,1
2278,2,0,7,2,7,1,1
2279,40,0,1,2,1,2,1
2280,40,80,1,1,1,1,1
2281,2,0,8,2,8,13,1
2282,40,0,1,2,1,2,1
2283,2,0,7,2,7,1,1
2284,2,0,8,2,8,13,1
2285,32,4,6,1,6,1,1
2286,40,0,1,2,1,2,1
2287,2,0,7,2,7,1,1
2288,2,0,8,2,8,13,1
2289,10,1,1,1,1,1,1
2290,2,0,8,2,8,13,1
2291,2,0,7,2,7,1,1
2292,10,2,2,1,1,1,1
2293,2,0,8,2,8,13,1
2294,10,1,10,1,10,2,1
2295,10,1,3,1,3,1,1
2296,30,4,6,1,6,2,1
2297,10,1,10,1,10,2,1
2298,2,0,7,2,7,3,1
2299,34,3,6,1,6,2,1
2300,2,0,8,2,8,13,1
2301,10,1,1,1,1,1,1
2302,2,0,7,2,7,3,1
2303,10,1,1,1,1,1,1
2304,10,1,1,1,1,1,1
2305,2,0,7,2,7,3,1
2306,8,3,1,1,2,4,1
2307,2,0,7,2,7,3,1
2308,2,0,1,2,1,1,1
2309,10,2,1,1,1,1,1
2310,2,0,1,2,1,1,1
2311,2,0,7,2,7,3,1
2312,2,0,7,2,7,3,1
2313,32,3,7,1,7,3,1
2314,10,1,1,1,1,1,1
2315,2,0,7,2,7,3,1
2316,2,0,5,2,5,1,1
2317,2,0,7,2,7,3,1
2318,30,4,5,1,5,1,1
2319,2,0,1,2,1,1,1
2320,2,0,7,2,7,3,1
2321,2,0,2,2,1,1,1
2322,10,1,1,1,1,1,1
2323,2,0,5,2,5,1,1
2324,2,0,7,2,7,3,1
2325,10,2,1,1,1,1,1
2326,2,0,5,2,5,1,1
2327,24,4,1,1,1,1,1
2328,2,0,7,2,7,21,1
2329,10,2,1,1,2,1,1
2330,2,0,1,2,1,3,1
2331,2,0,7,2,7,21,1
2332,12,2,1,1,1,1,1
2333,4,0,6,2,6,13,1
2334,10,1,5,1,1,2,1
2335,10,4,3,1,2,1,1
2336,4,0,6,2,6,13,1
2337,2,0,7,2,7,21,1
2338,10,1,6,1,1,2,1
2339,2,0,1,2,1,1,1
2340,4,0,6,2,6,13,1
2341,2,0,7,2,7,21,1
2342,16,1,3,1,1,1,1
2343,2,0,5,2,5,3,1
2344,10,1,1,1,1,1,1
2345,2,0,7,2,7,21,1
2346,2,0,5,2,5,3,1
2347,10,2,2,1,1,1,1
2348,2,0,7,2,7,21,1
2349,2,0,5,2,5,3,1
2350,10,1,1,1,1,1,1
2351,2,0,7,2,7,21,1
2352,200,623,1,1,1,2,1
2353,8,2,1,1,2,2,1
2354,2,0,5,2,5,3,1
2355,10,1,4,1,1,1,1
2356,10,2,2,1,1,1,1
2357,2,0,5,2,5,3,1
2358,10,2,4,1,1,1,1
2359,12,3,1,1,1,1,1
2360,10,2,3,1,5,2,1
2361,2,0,5,2,5,3,1
2362,2,0,1,2,1,1,1
2363,24,37,2,1,5,1,1
2364,28,15,2,1,1,1,1
2365,2,0,7,2,7,11,1
2366,2,0,2,2,1,3,1
2367,2,0,5,2,5,3,1
2368,20,16,2,1,1,2,1
2369,2,0,7,2,7,11,1
2370,10,1,2,1,1,1,1
2371,10,4,1,1,1,2,1
2372,2,0,5,2,5,3,1
2373,2,0,7,2,7,11,1
2374,10,5,2,1,2,2,1
2375,10,1,1,1,1,1,1
2376,2,0,6,2,6,2,1
2377,2,0,7,2,7,11,1
2378,10,1,1,1,1,1,1
2379,12,8,1,1,1,1,1
2380,2,0,6,2,6,2,1
2381,2,0,2,2,1,1,1
2382,24,8,1,1,1,2,1
2383,2,0,6,2,6,2,1
2384,10,2,3,1,1,1,1
2385,2,0,6,2,6,2,1
2386,10,1,1,1,1,1,1
2387,2,0,1,2,1,1,1
2388,12,3,2,1,1,1,1
2389,2,0,6,2,6,2,1
2390,2,0,7,2,7,12,1
2391,10,1,1,1,1,1,1
2392,12,2,2,1,1,2,1
2393,2,0,7,2,7,12,1
2394,2,0,6,2,6,1,1
2395,48,1,8,1,1,3,1
2396,2,0,7,2,7,12,1
2397,40,80,1,1,1,1,1
2398,2,0,7,2,7,12,1
2399,10,3,3,1,1,1,1
2400,12,1,2,1,2,1,1
2401,10,1,1,1,1,1,1
2402,10,1,3,1,1,1,1
2403,10,1,1,1,1,1,1
2404,2,0,6,2,6,2,1
2405,2,0,7,2,7,12,1
2406,10,1,1,1,1,3,1
2407,2,0,1,2,1,1,1
2408,2,0,6,2,6,2,1
2409,2,0,7,2,7,12,1
2410,10,1,1,1,1,1,1
2411,10,1,3,1,2,2,1
2412,2,0,6,2,6,2,1
2413,10,1,4,1,2,2,1
2414,10,1,1,1,1,1,1
2415,2,0,7,2,7,5,1
2416,2,0,6,2,6,2,1
2417,10,2,4,1,2,3,1
2418,2,0,1,2,1,1,1
2419,10,2,2,1,2,3,1
2420,2,0,6,2,6,2,1
2421,10,1,2,1,1,1,1
2422,60,158,1,1,1,1,1
2423,2,0,6,2,6,2,1
2424,2,0,7,2,7,5,1
2425,10,1,1,1,1,1,1
2426,2,0,1,2,3,1,1
2427,2,0,6,2,6,2,1
2428,2,0,2,2,1,1,1
2429,10,4,2,1,1,2,1
2430,2,0,8,2,8,7,1
2431,52,8,1,1,1,1,1
2432,16,20,1,1,1,1,1
2433,2,0,8,2,8,7,1
2434,10,1,1,1,1,1,1
2435,42,8,2,1,2,1,1
2436,2,0,8,2,8,7,1
2437,46,1,3,1,3,1,1
2438,10,1,5,1,5,2,1
2439,2,0,8,2,8,7,1
2440,2,0,6,2,6,2,1
2441,10,1,1,1,1,1,1
2442,2,0,6,2,6,2,1
2443,10,1,1,1,1,1,1
2444,2,0,2,2,1,1,1
2445,50,8,1,1,1,2,1
2446,2,0,6,2,6,2,1
2447,8,2,1,1,2,2,1
2448,2,0,8,2,8,23,1
2449,2,0,6,2,6,2,1
2450,88,8,1,1,1,1,1
2451,2,0,1,2,1,1,1
2452,2,0,8,2,8,23,1
2453,8,2,1,1,2,2,1
2454,34,57,1,1,1,1,1
2455,2,0,8,2,8,23,1
2456,2,0,6,2,6,2,1
2457,112,1,2,1,2,1,1
2458,160,8,1,1,1,1,1
2459,2,0,8,2,8,23,1
2460,10,2,1,1,1,13,1
2461,2,0,28,2,28,8,1
2462,10,2,2,1,1,1,1
2463,2,0,8,2,8,23,1
2464,2,0,6,2,6,13,1
2465,2,0,1,2,1,1,1
2466,10,3,1,1,1,1,1
2467,2,0,8,2,8,23,1
2468,2,0,1,2,1,1,1
2469,2,0,6,2,6,13,1
2470,2,0,20,2,20,9,1
2471,2,0,8,2,8,23,1
2472,194,8,1,1,1,1,1
2473,2,0,8,2,8,23,1
2474,10,1,1,1,1,1,1
2475,22,19,2,1,1,1,1
2476,2,0,8,2,8,23,1
2477,12,13,2,1,1,1,1
2478,2,0,8,2,8,23,1
2479,10,1,1,1,1,1,1
2480,2,0,2,2,2,2,1
2481,2,0,8,2,8,23,1
2482,2,0,6,2,6,1,1
2483,10,1,6,1,6,2,1
2484,20,8,1,1,1,1,1
2485,2,0,6,2,6,1,1
2486,10,1,2,1,1,1,1
2487,10,1,1,1,1,1,1
2488,2,0,1,2,1,1,1
2489,34,8,1,1,1,1,1
2490,2,0,6,2,6,1,1
2491,10,7,1,1,1,1,1
2492,2,0,6,2,7,2,1
2493,10,7,2,1,1,1,1
2494,10,2,1,1,1,3,1
2495,2,0,6,2,7,2,1
2496,10,7,2,1,1,1,1
2497,2,0,1,2,1,1,1
2498,2,0,9,2,9,15,1
2499,2,0,6,2,7,2,1
2500,10,2,2,1,1,2,1
2501,10,1,1,1,1,1,1
2502,10,1,1,1,1,1,1
2503,2,0,9,2,9,15,1
2504,24,9,1,1,3,3,1
2505,10,1,1,1,1,1,1
2506,2,0,9,2,9,15,1
2507,2,0,6,2,7,10,1
2508,10,1,1,1,1,1,1
2509,2,0,1,2,1,1,1
2510,2,0,9,2,9,15,1
2511,2,0,6,2,7,10,1
2512,16,4,8,1,7,2,1
2513,2,0,1,2,1,1,1
2514,2,0,9,2,9,15,1
2515,50,8,2,1,2,2,1
2516,16,4,8,1,7,2,1
2517,2,0,6,2,7,10,1
2518,22,9,1,1,2,2,1
2519,20,37,1,1,1,1,1
2520,2,0,6,2,7,10,1
2521,16,13,2,1,8,4,1
2522,2,0,12,2,12,12,1
2523,16,4,6,1,8,1,1
2524,2,0,6,2,7,10,1
2525,2,0,12,2,12,12,1
2526,14,5,4,1,3,2,1
2527,2,0,12,2,12,12,1
2528,8,2,1,1,2,3,1
2529,2,0,12,2,12,12,1
2530,2,0,9,2,9,13,1
2531,2,0,6,2,7,2,1
2532,2,0,12,2,12,12,1
2533,2,0,9,2,9,13,1
2534,2,0,2,2,1,1,1
2535,2,0,6,2,7,2,1
2536,18,11,1,1,1,1,1
2537,2,0,6,2,7,2,1
2538,10,4,3,1,3,4,1
2539,10,2,1,1,1,1,1
2540,12,2,2,1,1,1,1
2541,2,0,6,2,7,2,1
2542,32,3,7,1,7,1,1
2543,20,9,1,1,2,2,1
2544,30,4,7,1,7,1,1
2545,2,0,7,2,7,6,1
2546,2,0,6,2,7,2,1
2547,32,3,7,1,7,3,1
2548,10,1,2,1,2,1,1
2549,2,0,7,2,7,6,1
2550,2,0,6,2,7,2,1
2551,32,3,5,1,5,1,1
2552,2,0,1,2,2,2,1
2553,2,0,7,2,7,6,1
2554,30,40,1,1,1,1,1
2555,2,0,4,2,4,11,1
2556,2,0,1,2,2,2,1
2557,14,1,1,1,1,2,1
2558,2,0,7,2,7,6,1
2559,2,0,1,2,1,1,1
2560,42,0,1,2,1,2,1
2561,2,0,4,2,4,11,1
2562,2,0,5,2,5,2,1
2563,2,0,7,2,7,6,1
2564,30,4,6,1,5,1,1
2565,42,0,1,2,1,2,1
2566,2,0,5,2,5,2,1
2567,2,0,7,2,7,6,1
2568,2,0,4,2,4,11,1
2569,10,1,1,1,1,1,1
2570,2,0,5,2,5,2,1
2571,2,0,1,2,1,1,1
2572,2,0,4,2,4,11,1
2573,32,8,1,1,1,2,1
2574,2,0,1,2,1,1,1
2575,2,0,5,2,5,5,1
2576,2,0,2,0,2,2,1
2577,2,0,7,2,7,2,1
2578,2,0,1,2,1,1,1
2579,2,0,2,2,2,2,1
2580,2,0,7,2,7,2,1
2581,2,0,5,2,5,5,1
2582,10,3,2,1,1,1,1
2583,2,0,2,2,2,1,1
2584,2,0,7,2,7,2,1
2585,10,1,3,1,1,1,1
2586,12,10,1,1,1,1,1
2587,2,0,2,2,1,1,1
2588,10,1,1,1,3,3,1
2589,2,0,7,2,7,11,1
2590,10,7,1,1,1,1,1
2591,2,0,2,2,2,11,1
2592,2,0,4,2,4,10,1
2593,78,8,1,1,1,4,1
2594,2,0,2,2,2,11,1
2595,22,8,1,1,1,4,1
2596,2,0,2,2,2,11,1
2597,2,0,2,2,1,1,1
2598,2,0,4,2,4,10,1
2599,10,1,1,1,1,1,1
2600,2,0,6,2,6,6,1
2601,2,0,2,2,2,11,1
2602,50,111,1,1,1,1,1
2603,2,0,6,2,6,6,1
2604,2,0,4,2,4,10,1
2605,10,2,1,1,1,1,1
2606,2,0,2,2,2,11,1
2607,2,0,6,2,6,6,1
2608,2,0,4,2,4,10,1
2609,10,1,1,1,1,1,1
2610,2,0,2,2,2,11,1
2611,10,1,2,1,2,1,1
2612,10,2,2,1,2,1,1
2613,2,0,6,2,6,2,1
2614,2,0,4,2,4,10,1
2615,20,17,6,1,1,2,1
2616,10,1,2,1,1,1,1
2617,2,0,6,2,6,2,1
2618,2,0,4,2,4,10,1
2619,16,3,3,1,3,1,1
2620,10,7,1,1,1,1,1
2621,2,0,4,2,4,10,1
2622,2,0,5,2,5,9,1
2623,2,0,6,2,6,2,1
2624,8,2,1,1,3,2,1
2625,16,3,3,1,3,2,1
2626,2,0,4,2,4,1,1
2627,26,28,1,1,1,1,1
2628,2,0,5,2,5,9,1
2629,2,0,6,2,6,2,1
2630,10,2,1,1,1,1,1
2631,60,8,1,1,1,1,1
2632,2,0,4,2,4,1,1
2633,2,0,5,2,5,9,1
2634,2,0,6,2,6,2,1
2635,24,8,1,1,1,3,1
2636,2,0,2,2,1,1,1
2637,2,0,6,2,6,2,1
2638,16,3,4,1,4,2,1
2639,2,0,5,2,5,9,1
2640,12,1,1,1,1,1,1
2641,2,0,4,2,4,1,1
2642,8,3,1,1,2,3,1
2643,12,3,1,1,1,1,1
2644,2,0,4,2,4,1,1
2645,10,1,1,1,1,1,1
2646,14,4,1,1,1,2,1
2647,2,0,6,2,6,11,1
2648,2,0,4,2,4,1,1
2649,8,2,1,1,2,2,1
2650,10,2,1,1,1,1,1
2651,10,1,2,1,1,3,1
2652,2,0,1,2,1,1,1
2653,2,0,6,2,6,11,1
2654,2,0,3,2,4,19,1
2655,2,0,5,2,5,9,1
2656,2,0,6,2,6,11,1
2657,22,9,1,1,2,2,1
2658,2,0,6,2,1,3,1
2659,2,0,5,2,5,9,1
2660,2,0,3,2,4,19,1
2661,2,0,6,2,6,11,1
2662,2,0,1,2,1,1,1
2663,2,0,5,2,5,9,1
2664,2,0,7,2,6,2,1
2665,2,0,3,2,4,19,1
2666,2,0,6,2,6,11,1
2667,54,8,1,1,2,2,1
2668,2,0,7,2,6,1,1
2669,4,0,13,2,13,3,1
2670,2,0,6,2,6,11,1
2671,2,0,3,2,4,19,1
2672,2,0,36,2,36,15,1
2673,2,0,6,2,6,11,1
2674,10,1,1,1,1,1,1
2675,2,0,3,2,4,19,1
2676,2,0,1,2,1,1,1
2677,2,0,6,2,6,11,1
2678,2,0,8,2,8,2,1
2679,2,0,5,2,5,2,1
2680,2,0,20,2,20,5,1
2681,2,0,3,2,4,19,1
2682,2,0,5,2,5,2,1
2683,10,1,1,1,1,1,1
2684,2,0,5,2,4,2,1
2685,2,0,3,2,4,19,1
2686,2,0,5,2,5,2,1
2687,12,9,2,1,1,5,1
2688,2,0,3,2,4,19,1
2689,12,2,1,1,1,1,1
2690,10,2,1,1,1,1,1
2691,10,2,1,1,1,1,1
2692,2,0,5,2,5,1,1
2693,146,8,1,1,1,1,1
2694,10,1,1,1,1,1,1
2695,2,0,7,2,7,10,1
2696,2,0,5,2,5,1,1
2697,12,1,1,1,1,1,1
2698,40,8,1,1,1,2,1
2699,10,1,1,1,1,1,1
2700,2,0,7,2,7,10,1
2701,2,0,5,2,5,1,1
2702,16,4,8,1,7,1,1
2703,10,3,1,1,1,3,1
2704,2,0,7,2,7,10,1
2705,2,0,5,2,5,1,1
2706,22,9,1,1,2,2,1
2707,18,7,2,1,1,1,1
2708,2,0,7,2,7,10,1
2709,10,1,3,1,1,2,1
2710,8,2,1,1,2,2,1
2711,2,0,3,2,4,2,1
2712,26,28,1,1,1,1,1
2713,2,0,5,2,5,2,1
2714,16,4,7,1,8,3,1
2715,2,0,1,2,1,1,1
2716,2,0,7,2,7,3,1
2717,2,0,5,2,1,2,1
2718,2,0,5,2,5,2,1
2719,2,0,4,2,4,1,1
2720,2,0,7,2,7,3,1
2721,64,8,2,1,2,3,1
2722,2,0,1,2,1,1,1
2723,2,0,7,2,7,3,1
2724,2,0,4,2,4,1,1
2725,16,4,7,1,8,3,1
2726,2,0,1,2,1,1,1
2727,2,0,5,2,5,2,1
2728,2,0,4,2,4,11,1
2729,2,0,1,2,1,1,1
2730,2,0,5,2,5,2,1
2731,14,3,1,1,1,1,1
2732,2,0,4,2,4,11,1
2733,14,5,6,1,8,4,1
2734,10,1,6,1,1,2,1
2735,2,0,5,2,5,5,1
2736,2,0,4,2,4,11,1
2737,20,8,1,1,1,1,1
2738,2,0,2,2,1,1,1
2739,2,0,4,2,4,11,1
2740,2,0,7,2,7,2,1
2741,22,9,1,1,1,1,1
2742,2,0,2,2,1,1,1
2743,2,0,4,2,4,11,1
2744,2,0,7,2,7,2,1
2745,22,9,1,1,1,1,1
2746,10,1,2,1,1,1,1
2747,10,1,3,1,3,1,1
2748,2,0,7,2,7,2,1
2749,2,0,4,2,4,11,1
2750,10,1,1,1,1,1,1
2751,12,3,2,1,1,1,1
2752,2,0,5,2,5,11,1
2753,2,0,7,2,7,2,1
2754,12,1,1,1,1,1,1
2755,12,2,4,1,1,1,1
2756,2,0,5,2,5,11,1
2757,2,0,7,2,7,2,1
2758,2,0,2,2,1,1,1
2759,10,1,1,1,1,2,1
2760,2,0,5,2,5,11,1
2761,10,3,2,1,1,1,1
2762,2,0,7,2,7,2,1
2763,50,8,1,1,1,2,1
2764,10,1,1,1,1,1,1
2765,2,0,5,2,5,11,1
2766,10,2,1,1,1,1,1
2767,2,0,4,2,4,2,1
2768,2,0,5,2,5,11,1
2769,22,9,1,1,1,1,1
2770,22,8,1,1,1,1,1
2771,2,0,5,2,5,11,1
2772,10,2,1,1,1,1,1
2773,2,0,4,2,1,2,1
2774,10,1,2,1,1,2,1
2775,10,2,1,1,1,2,1
2776,2,0,5,2,5,11,1
2777,10,1,7,1,1,3,1
2778,2,0,5,2,5,2,1
2779,26,8,1,1,1,2,1
2780,10,1,1,1,2,1,1
2781,2,0,5,2,5,2,1
2782,10,1,1,1,1,1,1
2783,10,1,1,1,1,1,1
2784,18,12,6,1,1,1,1
2785,10,1,1,1,1,1,1
2786,2,0,5,2,5,3,1
2787,2,0,5,2,5,2,1
2788,10,1,6,1,5,5,1
2789,10,2,1,1,1,1,1
2790,2,0,5,2,5,3,1
2791,2,0,5,2,5,2,1
2792,10,1,1,1,1,1,1
2793,2,0,5,2,5,3,1
2794,2,0,5,2,5,2,1
2795,10,2,1,1,1,1,1
2796,2,0,1,2,2,2,1
2797,2,0,5,2,5,2,1
2798,10,1,3,1,3,1,1
2799,2,0,5,2,5,2,1
2800,2,0,4,2,3,5,1
2801,42,0,1,2,1,2,1
2802,2,0,5,2,5,2,1
2803,2,0,4,2,3,5,1
2804,2,0,5,2,5,15,1
2805,42,0,1,2,1,2,1
2806,2,0,5,2,5,3,1
2807,2,0,4,2,3,5,1
2808,10,2,1,1,1,2,1
2809,2,0,5,2,5,3,1
2810,2,0,4,2,3,5,1
2811,2,0,5,2,5,1,1
2812,2,0,5,2,5,3,1
2813,2,0,5,2,5,1,1
2814,2,0,4,2,3,5,1
2815,2,0,5,2,5,3,1
2816,2,0,5,2,5,1,1
2817,2,0,4,2,3,5,1
2818,2,0,5,2,5,3,1
2819,2,0,5,2,5,3,1
2820,12,6,1,1,2,2,1
2821,2,0,6,2,6,11,1
2822,2,0,6,2,6,11,1
2823,8,2,1,1,2,2,1
2824,2,0,6,2,6,11,1
2825,10,3,1,1,1,1,1
2826,2,0,7,2,7,2,1
2827,2,0,6,2,6,11,1
2828,16,23,2,1,1,1,1
2829,2,0,2,2,2,2,1
2830,2,0,5,2,5,3,1
2831,2,0,2,2,2,2,1
2832,2,0,5,2,5,3,1
2833,2,0,6,2,6,11,1
2834,12,2,1,1,1,3,1
2835,16,23,2,1,1,1,1
2836,2,0,5,2,5,3,1
2837,2,0,2,2,2,2,1
2838,2,0,6,2,6,11,1
2839,4,0,1,2,1,2,1
2840,2,0,2,2,2,2,1
2841,4,0,1,2,1,2,1
2842,2,0,5,2,5,3,1
2843,2,0,2,2,2,2,1
2844,44,118,1,1,2,1,1
2845,2,0,5,2,5,3,1
2846,2,0,2,2,2,2,1
2847,2,0,1,2,1,1,1
2848,2,0,2,2,2,2,1
2849,2,0,2,2,2,19,1
2850,4,0,10,2,10,10,1
2851,2,0,6,2,6,11,1
2852,4,0,10,2,10,10,1
2853,2,0,1,2,1,19,1
2854,4,0,10,2,10,10,1
2855,2,0,6,2,6,10,1
2856,2,0,6,2,6,10,1
2857,10,1,4,1,4,2,1
2858,2,0,2,2,2,2,1
2859,2,0,10,2,10,10,1
2860,2,0,10,2,10,10,1
2861,2,0,6,2,6,10,1
2862,2,0,4,2,4,3,1
2863,2,0,10,2,10,10,1
2864,2,0,6,2,6,10,1
2865,2,0,4,2,4,3,1
2866,2,0,10,2,10,10,1
2867,2,0,4,2,4,3,1
2868,2,0,6,2,6,10,1
2869,2,0,10,2,10,10,1
2870,12,1,1,1,1,1,1
2871,2,0,4,2,4,3,1
2872,2,0,6,2,6,10,1
2873,2,0,10,2,10,10,1
2874,10,1,6,1,3,2,1
2875,2,0,6,2,6,10,1
2876,2,0,10,2,10,10,1
2877,2,0,4,2,4,3,1
2878,2,0,10,2,10,10,1
2879,2,0,1,2,1,2,1
2880,2,0,10,2,10,10,1
2881,2,0,3,2,3,9,1
2882,2,0,3,2,3,9,1
2883,2,0,10,2,10,10,1
2884,10,1,11,1,5,4,1
2885,2,0,3,2,3,9,1
2886,2,0,10,2,10,10,1
2887,10,1,11,1,4,4,1
2888,2,0,6,2,6,2,1
2889,2,0,3,2,3,1,1
2890,2,0,6,2,6,2,1
2891,2,0,10,2,10,10,1
2892,2,0,6,2,6,2,1
2893,2,0,10,2,10,10,1
2894,2,0,6,2,6,2,1
2895,2,0,5,2,5,2,1
2896,2,0,10,2,10,10,1
2897,2,0,6,2,6,2,1
2898,10,1,1,1,1,1,1
2899,2,0,5,2,5,2,1
2900,2,0,10,2,10,10,1
2901,2,0,6,2,6,2,1
2902,2,0,10,2,10,10,1
2903,2,0,5,2,5,2,1
2904,2,0,5,2,5,11,1
2905,2,0,5,2,5,2,1
2906,2,0,1,2,1,1,1
2907,2,0,10,2,10,10,1
2908,2,0,5,2,5,11,1
2909,2,0,5,2,5,2,1
2910,2,0,10,2,10,10,1
2911,2,0,5,2,5,11,1
2912,10,1,2,1,2,1,1
2913,2,0,5,2,5,2,1
2914,2,0,5,2,5,11,1
2915,10,1,2,1,2,1,1
2916,2,0,10,2,10,10,1
2917,2,0,5,2,5,10,1
2918,2,0,5,2,5,11,1
2919,2,0,5,2,5,10,1
2920,2,0,10,2,10,10,1
2921,2,0,5,2,5,11,1
2922,2,0,5,2,5,10,1
2923,2,0,10,2,10,10,1
2924,2,0,5,2,5,4,1
2925,2,0,10,2,10,10,1
2926,50,8,1,1,1,9,1
2927,2,0,5,2,5,9,1
2928,2,0,5,2,5,4,1
2929,14,4,1,1,2,1,1
2930,2,0,5,2,5,9,1
2931,4,0,3,2,3,2,1
2932,10,1,8,1,3,3,1
2933,2,0,5,2,5,4,1
2934,10,1,6,1,2,2,1
2935,4,0,3,2,3,2,1
2936,2,0,5,2,5,2,1
2937,2,0,5,2,5,4,1
2938,4,0,3,2,3,2,1
2939,2,0,5,2,5,2,1
2940,2,0,5,2,6,2,1
2941,2,0,3,2,3,2,1
2942,2,0,5,2,5,2,1
2943,2,0,5,2,6,21,1
2944,2,0,3,2,3,2,1
2945,2,0,5,2,5,2,1
2946,2,0,5,2,6,21,1
2947,2,0,3,2,3,2,1
2948,2,0,5,2,5,2,1
2949,2,0,5,2,6,21,1
2950,2,0,3,2,3,2,1
2951,2,0,5,2,5,2,1
2952,2,0,5,2,6,21,1
2953,2,0,3,2,3,2,1
2954,2,0,3,2,3,11,1
2955,2,0,5,2,6,21,1
2956,2,0,3,2,3,2,1
2957,2,0,3,2,3,11,1
2958,2,0,5,2,6,21,1
2959,24,9,1,1,2,5,1
2960,2,0,3,2,3,11,1
2961,10,1,6,1,2,1,1
2962,2,0,3,2,3,1,1
2963,2,0,3,2,3,11,1
2964,2,0,3,2,3,1,1
2965,2,0,3,2,3,11,1
2966,2,0,6,2,6,1,1
2967,2,0,6,2,6,1,1
2968,2,0,3,2,3,11,1
2969,2,0,6,2,6,5,1
2970,24,9,1,1,2,2,1
2971,2,0,3,2,3,9,1
2972,2,0,9,2,10,4,1
2973,2,0,6,2,6,5,1
2974,2,0,3,2,3,9,1
2975,10,1,6,1,2,2,1
2976,2,0,6,2,6,5,1
2977,2,0,3,2,3,9,1
2978,2,0,9,2,10,4,1
2979,10,10,1,1,2,2,1
2980,2,0,6,2,6,5,1
2981,2,0,9,2,10,4,1
2982,2,0,3,2,3,9,1
2983,2,0,9,2,10,4,1
2984,2,0,9,2,10,4,1
2985,2,0,6,2,6,4,1
2986,2,0,5,2,5,12,1
2987,2,0,9,2,10,4,1
2988,2,0,6,2,6,4,1
2989,2,0,8,2,8,13,1
2990,2,0,5,2,5,12,1
2991,2,0,9,2,10,4,1
2992,2,0,8,2,8,13,1
2993,2,0,6,2,6,4,1
2994,2,0,5,2,5,12,1
2995,20,8,4,1,1,2,1
2996,2,0,6,2,6,4,1
2997,2,0,6,2,6,4,1
2998,2,0,9,2,10,12,1
2999,2,0,7,2,7,3,1
3000,2,0,6,2,6,4,1
3001,2,0,9,2,10,12,1
3002,2,0,7,2,7,3,1
3003,2,0,5,2,5,10,1
3004,2,0,9,2,10,12,1
3005,2,0,7,2,7,3,1
3006,2,0,5,2,5,10,1
3007,2,0,3,2,3,4,1
3008,2,0,9,2,10,12,1
3009,2,0,5,2,5,10,1
3010,2,0,4,2,4,4,1
3011,2,0,7,2,7,3,1
3012,2,0,5,2,5,10,1
3013,2,0,9,2,10,12,1
3014,2,0,4,2,4,4,1
3015,2,0,4,2,4,4,1
3016,2,0,7,2,7,3,1
3017,2,0,4,2,4,4,1
3018,2,0,7,2,7,21,1
3019,2,0,5,2,5,2,1
3020,10,1,6,1,3,3,1
3021,2,0,4,2,4,3,1
3022,2,0,9,2,10,9,1
3023,2,0,5,2,5,2,1
3024,2,0,4,2,4,3,1
3025,2,0,7,2,7,21,1
3026,2,0,9,2,10,9,1
3027,2,0,5,2,5,2,1
3028,2,0,9,2,10,9,1
3029,2,0,7,2,7,21,1
3030,2,0,5,2,5,2,1
3031,2,0,9,2,10,9,1
3032,2,0,4,2,4,3,1
3033,2,0,1,2,18,2,1
3034,2,0,7,2,7,21,1
3035,2,0,9,2,10,9,1
3036,2,0,4,2,4,3,1
3037,2,0,7,2,7,21,1
3038,2,0,4,2,4,1,1
3039,2,0,4,2,4,3,1
3040,2,0,7,2,7,21,1
3041,10,1,1,1,2,2,1
3042,2,0,4,2,4,18,1
3043,2,0,9,2,10,9,1
3044,20,17,1,1,2,1,1
